Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total affected,Total at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00312858,https://clinicaltrials.gov/show/NCT00312858,Hepatitis_A_Virus,Comparator:_VAQTAä‹¢_(Hepatitis_A_vaccine)|Comparator:_ProQuadä‹¢_(Measles_Mumps_Rubella_and_Varicella_vaccine)|Comparator:_Prevnarä‹¢_(Pneumococcal_7-Valent_Conjugate_vaccine)|,3,616,other_events,arm1,Arm 2: VAQTAä‹¢ Separate From ProQuadä‹¢ and Prevnarä‹¢,2,286
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00312858,https://clinicaltrials.gov/show/NCT00312858,Hepatitis_A_Virus,Comparator:_VAQTAä‹¢_(Hepatitis_A_vaccine)|Comparator:_ProQuadä‹¢_(Measles_Mumps_Rubella_and_Varicella_vaccine)|Comparator:_Prevnarä‹¢_(Pneumococcal_7-Valent_Conjugate_vaccine)|,3,616,other_events,arm0,Arm 1: VAQTAä‹¢ + ProQuadä‹¢ + Prevnarä‹¢,1,330
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00313300,https://clinicaltrials.gov/show/NCT00313300,Acute_Coronary_Syndrome_(ACS),Apixaban|Apixaban|Placebo|Apixaban|,2,961,serious_events,arm7,Phase B Placebo,1,362
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00313300,https://clinicaltrials.gov/show/NCT00313300,Acute_Coronary_Syndrome_(ACS),Apixaban|Apixaban|Placebo|Apixaban|,2,961,serious_events,arm2,Phase A+B Placebo,1,599
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00313781,https://clinicaltrials.gov/show/NCT00313781,Prostatic_Neoplasms,CP-751871|docetaxel|prednisone|docetaxel|prednisone|,2,199,other_events,arm1,Docetaxel+Prednisone,1,102
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00313781,https://clinicaltrials.gov/show/NCT00313781,Prostatic_Neoplasms,CP-751871|docetaxel|prednisone|docetaxel|prednisone|,2,199,other_events,arm0,CP-751871+Docetaxel+Prednisone,1,97
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00317941,https://clinicaltrials.gov/show/NCT00317941,Relapsing-remitting_Multiple_Sclerosis,Betaferon/Betaseron|Rebif|Betaferon/Betaseron|,1,65,other_events,arm1,IFNB-1a 44 Mcg (Rebif) Via Rebiject II,1,65
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00317642,https://clinicaltrials.gov/show/NCT00317642,Acute_Myelogenous_Leukemia,clofarabine_(IV_formulation)|placebo|cytarabine|,2,477,other_events,arm0,Clofarabine (IV Formulation) and Cytarabine,1,161
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00317642,https://clinicaltrials.gov/show/NCT00317642,Acute_Myelogenous_Leukemia,clofarabine_(IV_formulation)|placebo|cytarabine|,2,477,other_events,arm2,Overall,1,316
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00321373,https://clinicaltrials.gov/show/NCT00321373,Influenza,Candidate_Influenza_Vaccine_GSK1247446A_-_2_different_formulations|FluarixTM|,1,407,serious_events,arm2,Fluarix Group,1,407
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00321711,https://clinicaltrials.gov/show/NCT00321711,MDS|Myelodysplastic_Syndromes|Thrombocytopenia|,Placebo|AMG_531_(Romiplostim)|Azacitidine|Decitabine|,1,15,other_events,arm4,Part B Romiplostim 750 Œµg,1,15
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00326716,https://clinicaltrials.gov/show/NCT00326716,HIV_Infection,Atazanavir_+_Ritonavir_+_Combivir,1,20,other_events,arm2,Mother ATV 300 mg / RTV 100 mg,1,20
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00327015,https://clinicaltrials.gov/show/NCT00327015,Diabetes,Saxagliptin|Saxagliptin|Metformin|Placebo|pioglitazone|,1,320,serious_events,arm3,Saxagliptin 5 mg + Metformin,1,320
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00328198,https://clinicaltrials.gov/show/NCT00328198,B-Cell_Chronic_Lymphocytic_Leukemia_(B-CLL),Alemtuzumab|Alemtuzumab|,1,86,other_events,arm0,Alemtuzumab 30mg,1,86
dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00336323,https://clinicaltrials.gov/show/NCT00336323,Diabetic_Retinopathy,Laser_Photocoagulation|Bevacizumab|Bevacizumab|Bevacizumab|Bevacizumab|,1,24,other_events,arm2,2.5 mg Injection at Baseline and 6 Weeks,1,24
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00345839,https://clinicaltrials.gov/show/NCT00345839,Secondary_Hyperparathyroidism|Chronic_Kidney_Disease|,Cinacalcet|Placebo|,1,1923,serious_events,arm0,Placebo,1,1923
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00358150,https://clinicaltrials.gov/show/NCT00358150,Gaucher_Disease_Type_1|Cerebroside_Lipidosis_Syndrome|Glucocerebrosidase_Deficiency_Disease|Glucosylceramide_Beta-Glucosidase_Deficiency_Disease|Gaucher_Disease_Non-Neuronopathic_Form|,Eliglustat_tartrate,2,32,other_events,arm2,Eliglustat All Participants,1,26
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00358150,https://clinicaltrials.gov/show/NCT00358150,Gaucher_Disease_Type_1|Cerebroside_Lipidosis_Syndrome|Glucocerebrosidase_Deficiency_Disease|Glucosylceramide_Beta-Glucosidase_Deficiency_Disease|Gaucher_Disease_Non-Neuronopathic_Form|,Eliglustat_tartrate,2,32,other_events,arm0,Eliglustat 50 mg,1,6
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00358644,https://clinicaltrials.gov/show/NCT00358644,Acute_Myeloid_Leukemia,Decitabine,1,55,serious_events,arm0,Decitabine 20 mg/m2 Intravenous,1,55
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00359424,https://clinicaltrials.gov/show/NCT00359424,Stroke,IV_rt-PA_alone|endovascular_therapy|,1,434,other_events,arm0,Endovascular,1,434
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00362648,https://clinicaltrials.gov/show/NCT00362648,Vomiting|Diarrhea|Fever|,RotaTeqä‹¢_-_Rotavirus_Vaccine_Live_Oral_Pentavalent|Comparator:_Placebo|,13,301,other_events,arm5,Placebo - Kenya Safety Cohort,8,152
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00362648,https://clinicaltrials.gov/show/NCT00362648,Vomiting|Diarrhea|Fever|,RotaTeqä‹¢_-_Rotavirus_Vaccine_Live_Oral_Pentavalent|Comparator:_Placebo|,13,301,other_events,arm4,RotaTeqä‹¢ - Kenya Safety Cohort,5,149
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00364013,https://clinicaltrials.gov/show/NCT00364013,Metastatic_Colorectal_Cancer,Panitumumab|FOLFOX_regimen|,2,1169,serious_events,arm0,Panitumumab Plus FOLFOX,1,585
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00364013,https://clinicaltrials.gov/show/NCT00364013,Metastatic_Colorectal_Cancer,Panitumumab|FOLFOX_regimen|,2,1169,serious_events,arm1,FOLFOX Alone,1,584
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366340,https://clinicaltrials.gov/show/NCT00366340,Vaccines_Pneumococcal,13-valent_pneumococcal_conjugate_vaccine|7-valent_pneumococcal_conjugate_vaccine|,2,583,other_events,arm0,13vPnC Infant Series,1,299
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366340,https://clinicaltrials.gov/show/NCT00366340,Vaccines_Pneumococcal,13-valent_pneumococcal_conjugate_vaccine|7-valent_pneumococcal_conjugate_vaccine|,2,583,other_events,arm5,7vPnC Toddler Dose,1,284
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366548,https://clinicaltrials.gov/show/NCT00366548,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine_with_Polysorbate_80|13_valent_pneumococcal_conjugate_vaccine_without_Polysorbate_80|,15,1242,other_events,arm2,13vPnC + P80 Post-Infant Series,1,249
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366548,https://clinicaltrials.gov/show/NCT00366548,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine_with_Polysorbate_80|13_valent_pneumococcal_conjugate_vaccine_without_Polysorbate_80|,15,1242,other_events,arm1,13vPnC - P 80 Infant Series,8,250
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366548,https://clinicaltrials.gov/show/NCT00366548,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine_with_Polysorbate_80|13_valent_pneumococcal_conjugate_vaccine_without_Polysorbate_80|,15,1242,other_events,arm0,13vPnC + P80 Infant Series,3,249
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366548,https://clinicaltrials.gov/show/NCT00366548,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine_with_Polysorbate_80|13_valent_pneumococcal_conjugate_vaccine_without_Polysorbate_80|,15,1242,other_events,arm3,13vPnC - P80 Post-Infant Series,2,250
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366548,https://clinicaltrials.gov/show/NCT00366548,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine_with_Polysorbate_80|13_valent_pneumococcal_conjugate_vaccine_without_Polysorbate_80|,15,1242,other_events,arm5,13vPnC - P80 Toddler Dose,1,244
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00366678,https://clinicaltrials.gov/show/NCT00366678,Vaccines_Pneumococcal,13-valent_pneumococcal_conjugate_vaccine|7-valent_pneumococcal_conjugate_vaccine|Pentavac|,1,309,other_events,arm1,7vPnC Infant Series,1,309
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00373113,https://clinicaltrials.gov/show/NCT00373113,Breast_Neoplasms,Capecitabine|Sunitinib_malate|,1,240,other_events,arm1,Capecitabine,1,240
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00373256,https://clinicaltrials.gov/show/NCT00373256,Breast_Neoplasms,Sunitinib|paclitaxel|bevacizumab|paclitaxel|,3,477,other_events,arm1,Bevacizumab + Paclitaxel,2,242
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00373256,https://clinicaltrials.gov/show/NCT00373256,Breast_Neoplasms,Sunitinib|paclitaxel|bevacizumab|paclitaxel|,3,477,other_events,arm0,Sunitinib + Paclitaxel,1,235
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00373529,https://clinicaltrials.gov/show/NCT00373529,Acute_Myelogenous_Leukemia|Acute_Myeloid_Leukemia|,clofarabine,1,112,other_events,arm0,Clofarabine,1,112
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00373958,https://clinicaltrials.gov/show/NCT00373958,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine|7vPnc_pneumococcal_conjugate_vaccine|,2,599,other_events,arm0,13vPnC Infant Series,1,332
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00373958,https://clinicaltrials.gov/show/NCT00373958,Vaccines_Pneumococcal,13_valent_pneumococcal_conjugate_vaccine|7vPnc_pneumococcal_conjugate_vaccine|,2,599,other_events,arm4,13vPnC Toddler Series,1,267
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00378560,https://clinicaltrials.gov/show/NCT00378560,HPV_Infections,Quadrivalent_Human_Papillomavirus_(Types_6_11_16_18)_Recombinant_Vaccine|Comparator:_Placebo|,3,480,other_events,arm0,V501,3,480
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00379769,https://clinicaltrials.gov/show/NCT00379769,Diabetes_Mellitus_Type_2,Rosiglitazone|Sulfonylurea|Metformin|,2,1122,serious_events,arm3,MET in Addition to Background SU,2,1122
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00384059,https://clinicaltrials.gov/show/NCT00384059,Vaccines_Pneumococcal,13-valent_Pneumococcal_Conjugate_Vaccine|7vPnC|Pediacel|NeisVac-C|Menitorix|,1,130,other_events,arm4,13vPnC Toddler Series,1,130
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00389324,https://clinicaltrials.gov/show/NCT00389324,Immunologic_Deficiency_Syndrome,Immune_Globulin_Intravenous_(Human),2,32,other_events,arm2,Subcutaneous Phase,2,32
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00390806,https://clinicaltrials.gov/show/NCT00390806,Lung_Cancer_Non-Small_Cell,HYCAMTIN_oral_capsules|Radiation|,1,233,other_events,arm1,Radiation: WBRT Alone,1,233
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00391872,https://clinicaltrials.gov/show/NCT00391872,Acute_Coronary_Syndrome,Ticagrelor|Clopidogrel|,7,18624,serious_events,arm0,TICAGRELOR,1,9333
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00391872,https://clinicaltrials.gov/show/NCT00391872,Acute_Coronary_Syndrome,Ticagrelor|Clopidogrel|,7,18624,serious_events,arm1,CLOPIDOGREL,6,9291
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00396877,https://clinicaltrials.gov/show/NCT00396877,Heart_Defects_Congenital,Clopidogrel_(SR25990)|placebo|,1,464,serious_events,arm1,Clopidogrel 0.2mg/kg/Day,1,464
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00404924,https://clinicaltrials.gov/show/NCT00404924,Non-Small-Cell_Lung_Carcinoma,ZD6474_(vandetanib)|Best_Supportive_Care|,1,619,serious_events,arm0,Vandetanib,1,619
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00403767,https://clinicaltrials.gov/show/NCT00403767,Atrial_Fibrillation|Stroke|Embolism|,Rivaroxaban|Warfarin|Matching_placebo_for_Rivaroxaban_arm_(Warfarin_placebo)|Matching_placebo_for_Warfarin_arm_(Rivaroxaban_placebo)|,1,7111,serious_events,arm0,Rivaroxaban,1,7111
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00407537,https://clinicaltrials.gov/show/NCT00407537,Hypertension|Hypercholesterolemia|,Amlodipine_besylate/atorvastatin_calcium_single_pill_combination,1,779,other_events,arm0,Caduet,1,779
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00413283,https://clinicaltrials.gov/show/NCT00413283,Lung_Cancer|Chemotherapy-Induced_Thrombocytopenia|Non-Small_Cell_Lung_Cancer|Cancer|Lung_Neoplasms|Oncology|Solid_Tumors|Thrombocytopenia|,Romiplostim|Placebo|Gemcitabine|Carboplatin|Cisplatin|,1,16,other_events,arm1,Romiplostim 250 Œµg,1,16
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00412984,https://clinicaltrials.gov/show/NCT00412984,Atrial_Fibrillation|Atrial_Flutter|,warfarin|apixaban|,1,9052,serious_events,arm1,Apixaban,1,9052
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00415532,https://clinicaltrials.gov/show/NCT00415532,Idiopathic_Thrombocytopenic_Purpura|Thrombocytopenia|Thrombocytopenia_in_Subjects_With_Immune_(Idiopathic)_Thrombocytopenic_Purpura_(ITP)|Thrombocytopenic_Purpura|,Medical_Standard_of_Care_for_ITP|Romiplostim|,1,73,serious_events,arm0,Standard of Care,1,73
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00420212,https://clinicaltrials.gov/show/NCT00420212,Relapsing-Remitting_Multiple_Sclerosis,BG00012|Placebo|,1,408,serious_events,arm0,Placebo,1,408
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00420303,https://clinicaltrials.gov/show/NCT00420303,Spondylarthropathies_Enthesitis,Etanercept|Placebo|,1,12,other_events,arm1,Placebo,1,12
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00420927,https://clinicaltrials.gov/show/NCT00420927,Rheumatoid_Arthritis,adalimumab|methotrexate|placebo|,1,259,serious_events,arm2,ADA+MTX/OL ADA+MTX (Arm 3),1,259
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00421889,https://clinicaltrials.gov/show/NCT00421889,Ovarian_Cancer|Epithelial_Ovarian_Cancer|Fallopian_Tube_Cancer|Bladder_Cancer|,belinostat|Paclitaxel|Carboplatin|,1,15,other_events,arm3,Part D: Bladder Cancer MTD (N=15),1,15
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00423891,https://clinicaltrials.gov/show/NCT00423891,Hepatitis_B_Chronic,Entecavir,1,5,other_events,arm2,Nucleoside/Tide Analog (NA) - Experienced (Group C),1,5
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00426660,https://clinicaltrials.gov/show/NCT00426660,Advanced_HIV_Infection,maraviroc,1,1032,serious_events,arm0,Maraviroc,1,1032
Dermatitis_allergic,Respiratory_thoracic_and_mediastinal_disorders,NCT00427895,https://clinicaltrials.gov/show/NCT00427895,Pneumococcal_Infections,13-valent_pneumococcal_conjugate_vaccine_(13vPnC)|23-valent_Pneumococcal_Polysaccharide_Vaccine_(23vPS)|13-valent_pneumococcal_conjugate_vaccine_(13vPnC)|13-valent_pneumococcal_conjugate_vaccine_(13vPnC)|13-valent_pneumococcal_conjugate_vaccine_(13vPnC)|23-valent_Pneumococcal_Polysaccharide_Vaccine_(23vPS)|13-valent_pneumococcal_conjugate_vaccine_(13vPnC)|,1,899,other_events,arm14,13vPnC Cohort 3,1,899
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00432159,https://clinicaltrials.gov/show/NCT00432159,Cervical_Degenerative_Disc_Disease,Cervical_TDR|ACDF_with_plate|,2,166,other_events,arm1,1-level ACDF With Plate,2,166
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00434954,https://clinicaltrials.gov/show/NCT00434954,Type_2_Diabetes_Mellitus,exenatide_twice_daily_(BID)|premixed_insulin_aspart_twice_daily_(BID)|,1,247,serious_events,arm0,Exenatide Twice Daily,1,247
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00435409,https://clinicaltrials.gov/show/NCT00435409,Breast_Neoplasms,Sunitinib_+_Capecitabine|Capecitabine|,3,215,other_events,arm1,Capecitabine,3,215
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00438451,https://clinicaltrials.gov/show/NCT00438451,Focal_Epilepsy,Levetiracetam|Carbamazepine|Lamotrigine|,1,121,serious_events,arm1,Carbamazepine,1,121
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00444457,https://clinicaltrials.gov/show/NCT00444457,Vaccines_Pneumococcal,13-valent_Pneumococcal_Conjugate_Vaccine|7vPnC|,3,1454,other_events,arm6,Toddler Dose Combined 13vPnC,2,1210
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00444457,https://clinicaltrials.gov/show/NCT00444457,Vaccines_Pneumococcal,13-valent_Pneumococcal_Conjugate_Vaccine|7vPnC|,3,1454,other_events,arm3,Infant Series 7vPnC,1,244
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00452452,https://clinicaltrials.gov/show/NCT00452452,Pneumococcal_Infections,13-valent_Pneumococcal_Conjugate_Vaccine,3,202,other_events,arm1,13vPnC 12 to <24 Months of Age,1,112
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00452452,https://clinicaltrials.gov/show/NCT00452452,Pneumococcal_Infections,13-valent_Pneumococcal_Conjugate_Vaccine,3,202,other_events,arm0,13vPnC 7 to <12 Months of Age,2,90
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00459316,https://clinicaltrials.gov/show/NCT00459316,HIV_Infections|Meningitis|,Quadrivalent_meningococcal_conjugate_vaccine,3,166,other_events,arm2,Group 2,2,39
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00459316,https://clinicaltrials.gov/show/NCT00459316,HIV_Infections|Meningitis|,Quadrivalent_meningococcal_conjugate_vaccine,3,166,other_events,arm0,Group 1 (15<CD4%ä__25),1,127
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00461097,https://clinicaltrials.gov/show/NCT00461097,Hypersensitivity|Immediate_Hypersensitivity|Food_Hypersensitivity|,Egg_oral_immunotherapy|Control_Group|,3,76,other_events,arm0,Egg Oral Immunotherapy (OIT) 0-2 Years,1,40
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00461097,https://clinicaltrials.gov/show/NCT00461097,Hypersensitivity|Immediate_Hypersensitivity|Food_Hypersensitivity|,Egg_oral_immunotherapy|Control_Group|,3,76,other_events,arm2,Egg Oral Immunotherapy (OIT) 2-4 Years,2,36
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00464945,https://clinicaltrials.gov/show/NCT00464945,Pneumococcal_Vaccines,13-valent_Pneumococcal_Conjugate_Vaccine,3,265,other_events,arm3,13vPnC Pilot Post-Infant Series,2,134
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00464945,https://clinicaltrials.gov/show/NCT00464945,Pneumococcal_Vaccines,13-valent_Pneumococcal_Conjugate_Vaccine,3,265,other_events,arm4,13vPnC Manufacturing Toddler Series,1,131
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00466947,https://clinicaltrials.gov/show/NCT00466947,Pneumonia_&_AOM_Caused_by_S._Pneumoniae_&_H._Influenzae,Pneumococcal_conjugate_vaccine_GSK1024850A|Havrix|Engerix-B|Infanrix_hexa|GSK_Biologicals'_DTPa-IPV/Hib_vaccine|,362,30811,serious_events,arm1,Control Group,1,11799
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00466947,https://clinicaltrials.gov/show/NCT00466947,Pneumonia_&_AOM_Caused_by_S._Pneumoniae_&_H._Influenzae,Pneumococcal_conjugate_vaccine_GSK1024850A|Havrix|Engerix-B|Infanrix_hexa|GSK_Biologicals'_DTPa-IPV/Hib_vaccine|,362,30811,serious_events,arm0,Synflorix Group,2,11798
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00466947,https://clinicaltrials.gov/show/NCT00466947,Pneumonia_&_AOM_Caused_by_S._Pneumoniae_&_H._Influenzae,Pneumococcal_conjugate_vaccine_GSK1024850A|Havrix|Engerix-B|Infanrix_hexa|GSK_Biologicals'_DTPa-IPV/Hib_vaccine|,362,30811,other_events,arm0,Synflorix Group,163,3602
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00466947,https://clinicaltrials.gov/show/NCT00466947,Pneumonia_&_AOM_Caused_by_S._Pneumoniae_&_H._Influenzae,Pneumococcal_conjugate_vaccine_GSK1024850A|Havrix|Engerix-B|Infanrix_hexa|GSK_Biologicals'_DTPa-IPV/Hib_vaccine|,362,30811,other_events,arm1,Control Group,196,3612
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00471146,https://clinicaltrials.gov/show/NCT00471146,Carcinoma_Pancreatic_Ductal,AG-013736|Gemcitabine|Gemcitabine|placebo|,1,304,other_events,arm0,Axitinib + Gemcitabine,1,304
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00475670,https://clinicaltrials.gov/show/NCT00475670,Breast_Cancer,Trastuzumab|Taxane_(docetaxel_or_paclitaxel)|,3,41,other_events,arm1,Trastuzumab Taxane,3,41
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00475852,https://clinicaltrials.gov/show/NCT00475852,Heart_Decompensation,Nesiritide|Placebo|,1,3509,other_events,arm1,Placebo,1,3509
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00478231,https://clinicaltrials.gov/show/NCT00478231,Acquired_Immunodeficiency_Syndrome|HIV_Infection|,Maraviroc,1,206,other_events,arm0,Maraviroc,1,206
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00479388,https://clinicaltrials.gov/show/NCT00479388,Primary_Hypercholesterolemia|Mixed_Dyslipidemia|,Comparator:_simvastatin|niacin_(+)_laropiprant|Comparator:_atorvastatin_calcium|,1,602,other_events,arm0,ER Niacin/Laropiprant + Run-in Statin,1,602
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00485173,https://clinicaltrials.gov/show/NCT00485173,Degenerative_Disc_Disease,INFUSEŒ¬_Bone_Graft/PEEK_Spacer/Anterior_Cervical_Plate,1,224,other_events,arm0,INFUSEŒ¬ Bone Graft,1,224
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00485264,https://clinicaltrials.gov/show/NCT00485264,HIV_Infections,Raltegravir_poloxamer_film_coated_tablet|Raltegravir_chewable_tablet|Raltegravir_oral_granules_for_suspension_(20_mg/mL)|Raltegravir_poloxamer_film_coated_tablet|,4,79,other_events,arm0,Cohort I,3,59
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00485264,https://clinicaltrials.gov/show/NCT00485264,HIV_Infections,Raltegravir_poloxamer_film_coated_tablet|Raltegravir_chewable_tablet|Raltegravir_oral_granules_for_suspension_(20_mg/mL)|Raltegravir_poloxamer_film_coated_tablet|,4,79,other_events,arm3,Cohort III,1,20
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488488,https://clinicaltrials.gov/show/NCT00488488,Infection,tigecycline,1,1025,serious_events,arm0,Tygacil,1,1025
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488475,https://clinicaltrials.gov/show/NCT00488475,Rheumatoid_Arthritis,etanercept,28,9742,serious_events,arm0,Etanercept,3,4871
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488475,https://clinicaltrials.gov/show/NCT00488475,Rheumatoid_Arthritis,etanercept,28,9742,other_events,arm0,Etanercept,25,4871
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488631,https://clinicaltrials.gov/show/NCT00488631,Colitis_Ulcerative,Placebo|Golimumab_50_mg|Golimumab_100_mg|Golimumab_200_mg|,9,659,other_events,arm5,GLM-I-Rsp-Golimumab 100 mg Maintenance-Golimumab 200 mg,1,14
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488631,https://clinicaltrials.gov/show/NCT00488631,Colitis_Ulcerative,Placebo|Golimumab_50_mg|Golimumab_100_mg|Golimumab_200_mg|,9,659,serious_events,arm0,Golimumab Induction Responders (GLM-I-Rsp)-Placebo Maintenance,1,156
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488631,https://clinicaltrials.gov/show/NCT00488631,Colitis_Ulcerative,Placebo|Golimumab_50_mg|Golimumab_100_mg|Golimumab_200_mg|,9,659,other_events,arm0,Golimumab Induction Responders (GLM-I-Rsp)-Placebo Maintenance,4,156
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488631,https://clinicaltrials.gov/show/NCT00488631,Colitis_Ulcerative,Placebo|Golimumab_50_mg|Golimumab_100_mg|Golimumab_200_mg|,9,659,other_events,arm1,GLM-I-Rsp-Golimumab 50 mg Maintenance,1,154
