Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total -affected,Total -at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Allergic_reaction,Immune_system_disorders,NCT00110019,https://clinicaltrials.gov/show/NCT00110019,Mucosal_Melanoma|Recurrent_Melanoma|Stage_IIIA_Skin_Melanoma|Stage_IIIB_Skin_Melanoma|Stage_IIIC_Skin_Melanoma|Stage_IV_Skin_Melanoma|,Carboplatin|Laboratory_Biomarker_Analysis|Paclitaxel|Pharmacological_Study|Placebo|Sorafenib_Tosylate|,31,790,serious_events,arm1,Arm II (Carboplatin + Paclitaxel+Placebo),11,397
Allergic_reaction,Immune_system_disorders,NCT00110019,https://clinicaltrials.gov/show/NCT00110019,Mucosal_Melanoma|Recurrent_Melanoma|Stage_IIIA_Skin_Melanoma|Stage_IIIB_Skin_Melanoma|Stage_IIIC_Skin_Melanoma|Stage_IV_Skin_Melanoma|,Carboplatin|Laboratory_Biomarker_Analysis|Paclitaxel|Pharmacological_Study|Placebo|Sorafenib_Tosylate|,31,790,serious_events,arm0,Arm I (Carboplatin + Paclitaxel + Sorafenib),20,393
allergic_reaction,Immune_system_disorders,NCT00110994,https://clinicaltrials.gov/show/NCT00110994,Cancer|Melanoma|,Sorafenib_(Nexavar_BAY43-9006)|Placebo|Dacarbazine|,3,51,other_events,arm0,Sorafenib (Nexavar BAY43-9006) + Dacarbazine,3,51
allergic_reaction,Immune_system_disorders,NCT00111007,https://clinicaltrials.gov/show/NCT00111007,Melanoma,Sorafenib_(Nexavar_BAY43-9006)|Carboplatin/Paclitaxel|Placebo|,24,536,serious_events,arm1,Carboplatin/Paclitaxel (C/P),2,134
allergic_reaction,Immune_system_disorders,NCT00111007,https://clinicaltrials.gov/show/NCT00111007,Melanoma,Sorafenib_(Nexavar_BAY43-9006)|Carboplatin/Paclitaxel|Placebo|,24,536,serious_events,arm0,Sorafenib (Nexavar BAY43-9006),4,134
allergic_reaction,Immune_system_disorders,NCT00111007,https://clinicaltrials.gov/show/NCT00111007,Melanoma,Sorafenib_(Nexavar_BAY43-9006)|Carboplatin/Paclitaxel|Placebo|,24,536,other_events,arm1,Carboplatin/Paclitaxel (C/P),10,134
allergic_reaction,Immune_system_disorders,NCT00111007,https://clinicaltrials.gov/show/NCT00111007,Melanoma,Sorafenib_(Nexavar_BAY43-9006)|Carboplatin/Paclitaxel|Placebo|,24,536,other_events,arm0,Sorafenib (Nexavar BAY43-9006),8,134
Allergic_reaction,Immune_system_disorders,NCT00113217,https://clinicaltrials.gov/show/NCT00113217,Renal_Cell_Carcinoma|Kidney_Cancer|,Bevacizumab,2,50,serious_events,arm0,Bevacizumab,2,50
Allergic_reaction,Immune_system_disorders,NCT00113386,https://clinicaltrials.gov/show/NCT00113386,Lung_Cancer,filgrastim|pegfilgrastim|cisplatin|docetaxel|adjuvant_therapy|conventional_surgery|neoadjuvant_therapy|radiation_therapy|,1,9,other_events,arm0,Preoperative Cisplatin/Docetaxel,1,9
Allergic_reaction,Immune_system_disorders,NCT00113399,https://clinicaltrials.gov/show/NCT00113399,Head_and_Neck_Cancer,filgrastim|cisplatin|docetaxel|fluorouracil|paclitaxel|radiation_therapy|,1,7,serious_events,arm1,Chemotherapy Alone,1,7
Allergic_reaction,Immune_system_disorders,NCT00117156,https://clinicaltrials.gov/show/NCT00117156,Lymphoma_Non-Hodgkin|MALT_Lymphoma|,Fludarabine|Rituximab|,6,52,other_events,arm0,Fludarabine and Rituximab,5,26
Allergic_reaction,Immune_system_disorders,NCT00117156,https://clinicaltrials.gov/show/NCT00117156,Lymphoma_Non-Hodgkin|MALT_Lymphoma|,Fludarabine|Rituximab|,6,52,serious_events,arm0,Fludarabine and Rituximab,1,26
allergic_reaction,Immune_system_disorders,NCT00117637,https://clinicaltrials.gov/show/NCT00117637,Carcinoma_Renal_Cell,Sorafenib_(Nexavar_BAY43-9006)|Interferon|,2,187,serious_events,arm1,Interferon Therapy in Period 1,1,90
allergic_reaction,Immune_system_disorders,NCT00117637,https://clinicaltrials.gov/show/NCT00117637,Carcinoma_Renal_Cell,Sorafenib_(Nexavar_BAY43-9006)|Interferon|,2,187,serious_events,arm0,Sorafenib 400 mg in Period 1,1,97
Allergic_reaction,Immune_system_disorders,NCT00119262,https://clinicaltrials.gov/show/NCT00119262,Male_Breast_Cancer|Stage_II_Breast_Cancer|Stage_IIIA_Breast_Cancer|Stage_IIIB_Breast_Cancer|,doxorubicin_hydrochloride|cyclophosphamide|bevacizumab|paclitaxel|filgrastim|pegfilgrastim|radiation_therapy|tamoxifen_citrate|aromatase_inhibition_therapy|,4,103,serious_events,arm0,Arm A (ddBAC > BT > B),4,103
Allergic_Reaction,Immune_system_disorders,NCT00121134,https://clinicaltrials.gov/show/NCT00121134,Breast_Cancer,Bevacizumab|Cyclophosphamide|Methotrexate|Capecitabine|,4,122,other_events,arm2,Group C-Bevacizumab + Capcitabine(18 Wks),1,41
Allergic_Reaction,Immune_system_disorders,NCT00121134,https://clinicaltrials.gov/show/NCT00121134,Breast_Cancer,Bevacizumab|Cyclophosphamide|Methotrexate|Capecitabine|,4,122,other_events,arm3,Group D-bevacizumab + Capecitibine (24wks),2,40
Allergic_Reaction,Immune_system_disorders,NCT00121134,https://clinicaltrials.gov/show/NCT00121134,Breast_Cancer,Bevacizumab|Cyclophosphamide|Methotrexate|Capecitabine|,4,122,other_events,arm1,Group B-Bevacizumab+Cyclophosphamide+Methotrexate,1,41
Allergic_reaction,Immune_system_disorders,NCT00126555,https://clinicaltrials.gov/show/NCT00126555,Recurrent_Skin_Cancer|Squamous_Cell_Carcinoma_of_the_Skin|,Gefitinib|Radiotherapy|Conventional_surgery|laboratory_biomarker_analysis|,2,22,other_events,arm0,Gefitinib Radiotherapy Surgery,2,22
allergic_reaction,General_disorders,NCT00128206,https://clinicaltrials.gov/show/NCT00128206,Tuberculosis,Isoniazid|Rifampin|,1,180,serious_events,arm1,Rifampin,1,180
Allergic_reaction,Immune_system_disorders,NCT00131937,https://clinicaltrials.gov/show/NCT00131937,Anaplastic_Large_Cell_Lymphoma|Angioimmunoblastic_T-cell_Lymphoma|Hepatosplenic_T-cell_Lymphoma|Peripheral_T-cell_Lymphoma|Recurrent_Adult_Diffuse_Large_Cell_Lymphoma|Recurrent_Adult_Immunoblastic_Large_Cell_Lymphoma|Recurrent_Adult_T-cell_Leukemia/Lymphoma|Recurrent_Cutaneous_T-cell_Non-Hodgkin_Lymphoma|,sorafenib_tosylate,1,14,other_events,arm0,Treatment (Sorafenib),1,14
Allergic_reaction,Immune_system_disorders,NCT00132691,https://clinicaltrials.gov/show/NCT00132691,Uveitis,fluocinolone_acetonide_intraocular_implant|oral_corticosteroid_with_immunosuppressive_agents_as_needed|,19,255,other_events,arm1,Systemic Therapy,9,126
Allergic_reaction,Immune_system_disorders,NCT00132691,https://clinicaltrials.gov/show/NCT00132691,Uveitis,fluocinolone_acetonide_intraocular_implant|oral_corticosteroid_with_immunosuppressive_agents_as_needed|,19,255,other_events,arm0,Flucinolone Acetonide Implant,10,129
Allergic_reaction,Immune_system_disorders,NCT00153816,https://clinicaltrials.gov/show/NCT00153816,Colorectal_Cancer|Polyps|Adenomas|,Calcium_Carbonate|Vitamin_D3|placebo|,2,415,serious_events,arm0,Full Factorial Placebo,2,415
Allergic_reaction,General_disorders,NCT00178464,https://clinicaltrials.gov/show/NCT00178464,Sickle_Cell_Disease,aspirin,1,11,other_events,arm0,Aspirin,1,11
Allergic_reaction,Immune_system_disorders,NCT00179309,https://clinicaltrials.gov/show/NCT00179309,Breast_Cancer,Docetaxel|PANVAC-V|PANVAC-F|Sargramostim|,3,25,other_events,arm0,Arm I - PANVAC + Docetaxel,3,25
Allergic_reaction,Immune_system_disorders,NCT00185211,https://clinicaltrials.gov/show/NCT00185211,Multiple_Sclerosis,Interferon_beta-1b_(Betaseron_BAY86-5046)|Interferon_beta-1b_(Betaseron_BAY86-5046)|,35,760,other_events,arm1,Initial Placebo,11,176
Allergic_reaction,Immune_system_disorders,NCT00185211,https://clinicaltrials.gov/show/NCT00185211,Multiple_Sclerosis,Interferon_beta-1b_(Betaseron_BAY86-5046)|Interferon_beta-1b_(Betaseron_BAY86-5046)|,35,760,other_events,arm0,Initial IFNB-1b (Interferon Beta-1b),23,292
Allergic_reaction,Immune_system_disorders,NCT00185211,https://clinicaltrials.gov/show/NCT00185211,Multiple_Sclerosis,Interferon_beta-1b_(Betaseron_BAY86-5046)|Interferon_beta-1b_(Betaseron_BAY86-5046)|,35,760,serious_events,arm0,Initial IFNB-1b (Interferon Beta-1b),1,292
Allergic_reaction,General_disorders,NCT00193180,https://clinicaltrials.gov/show/NCT00193180,Breast_Cancer,Imatinib|Docetaxel|,2,37,other_events,arm0,Docetaxel+Imatinib,2,37
Allergic_Reaction,Immune_system_disorders,NCT00193219,https://clinicaltrials.gov/show/NCT00193219,Colon_Cancer,Bevacizumab|Cetuximab|5-fluorouracil|Leucovorin|Oxaliplatin|,2,31,serious_events,arm0,Bevacizumab/Cetuximab/FOLFOX,2,31
Allergic_Reaction,Immune_system_disorders,NCT00193453,https://clinicaltrials.gov/show/NCT00193453,Lung_Cancer,Gemcitabine|Docetaxel|Cetuximab|,11,138,other_events,arm0,Intervention,8,69
Allergic_Reaction,Immune_system_disorders,NCT00193453,https://clinicaltrials.gov/show/NCT00193453,Lung_Cancer,Gemcitabine|Docetaxel|Cetuximab|,11,138,serious_events,arm0,Intervention,3,69
Allergic_reaction,Immune_system_disorders,NCT00193492,https://clinicaltrials.gov/show/NCT00193492,Lymphoma_Follicular,Bevacizumab|Rituximab|,10,60,other_events,arm1,Rituximab/Bevacizumab,2,29
Allergic_reaction,Immune_system_disorders,NCT00193492,https://clinicaltrials.gov/show/NCT00193492,Lymphoma_Follicular,Bevacizumab|Rituximab|,10,60,other_events,arm0,Rituximab,8,31
Allergic_Reaction,Immune_system_disorders,NCT00193596,https://clinicaltrials.gov/show/NCT00193596,Neoplasms_Unknown_Primary,Etoposide|Gemcitabine|Irinotecan|Paclitaxel|Carboplatin|,1,93,serious_events,arm0,Paclitaxel/Carboplatin/Etoposide/Gefitinib,1,93
Allergic_Reaction,Immune_system_disorders,NCT00193609,https://clinicaltrials.gov/show/NCT00193609,Neoplasms_Unknown_Primary,Oxaliplatin|Capecitabine|,3,48,other_events,arm0,Intervention,3,48
Allergic_reaction,General_disorders,NCT00224016,https://clinicaltrials.gov/show/NCT00224016,Detrusor_Hyperreflexia,Oxybutynin|Oxybutynin|,1,16,serious_events,arm1,Oral Oxybutynin,1,16
Allergic_Reaction,Immune_system_disorders,NCT00235989,https://clinicaltrials.gov/show/NCT00235989,Multiple_Sclerosis_Relapsing-Remitting,Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|,6,55,other_events,arm3,ET: IFNB-1b 250 mcg => 500 mcg,2,20
Allergic_Reaction,Immune_system_disorders,NCT00235989,https://clinicaltrials.gov/show/NCT00235989,Multiple_Sclerosis_Relapsing-Remitting,Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|,6,55,other_events,arm2,ET: IFNB-1b 500 mcg => 500 mcg,3,19
Allergic_Reaction,Immune_system_disorders,NCT00235989,https://clinicaltrials.gov/show/NCT00235989,Multiple_Sclerosis_Relapsing-Remitting,Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|Interferon_beta_1b_(Betaseron_BAY86-5046)|,6,55,other_events,arm0,ET: IFNB-1b 250 mcg => 250 mcg,1,16
allergic_reaction,Injury_poisoning_and_procedural_complications,NCT00238615,https://clinicaltrials.gov/show/NCT00238615,Lung_Cancer|Carcinoma_Non-Small-Cell_Lung|,Docetaxel|Carboplatin|Radiation_therapy|Surgical_resection|,2,13,serious_events,arm0,Docetaxel / Carboplatin / XRT + Surgical Resection,2,13
ALLERGIC_REACTION,Immune_system_disorders,NCT00252564,https://clinicaltrials.gov/show/NCT00252564,Colorectal_Cancer_Metastatic,Bevacizumab|Oxaliplatin|Leucovorin|Fluorouracil|Cetuximab|,14,357,other_events,arm0,Arm A,9,118
ALLERGIC_REACTION,Immune_system_disorders,NCT00252564,https://clinicaltrials.gov/show/NCT00252564,Colorectal_Cancer_Metastatic,Bevacizumab|Oxaliplatin|Leucovorin|Fluorouracil|Cetuximab|,14,357,other_events,arm1,Arm B,4,121
ALLERGIC_REACTION,Immune_system_disorders,NCT00252564,https://clinicaltrials.gov/show/NCT00252564,Colorectal_Cancer_Metastatic,Bevacizumab|Oxaliplatin|Leucovorin|Fluorouracil|Cetuximab|,14,357,serious_events,arm0,Arm A,1,118
Allergic_reaction,Immune_system_disorders,NCT00253370,https://clinicaltrials.gov/show/NCT00253370,Adenocarcinoma_of_the_Gastroesophageal_Junction|Metastatic_Gastric_Cancer|Advanced_Unresectable_Gastric_Cancer|,BAY_43-9006|docetaxel|cisplatin|,1,44,serious_events,arm0,BAY 43-9006 Docetaxel Cisplatin,1,44
ALLERGIC_REACTION,Immune_system_disorders,NCT00259610,https://clinicaltrials.gov/show/NCT00259610,Rheumatoid_Arthritis,methotrexate|sulfasalazine|hydroxychloroquine|etanercept|,20,755,other_events,arm2,MTX + Placebo Entaneracept,6,255
ALLERGIC_REACTION,Immune_system_disorders,NCT00259610,https://clinicaltrials.gov/show/NCT00259610,Rheumatoid_Arthritis,methotrexate|sulfasalazine|hydroxychloroquine|etanercept|,20,755,other_events,arm1,MTX+ Active SSZ +HCQ,2,132
ALLERGIC_REACTION,Immune_system_disorders,NCT00259610,https://clinicaltrials.gov/show/NCT00259610,Rheumatoid_Arthritis,methotrexate|sulfasalazine|hydroxychloroquine|etanercept|,20,755,other_events,arm3,MTX + Placebo SSZ + HCQ(ST),2,124
ALLERGIC_REACTION,Immune_system_disorders,NCT00259610,https://clinicaltrials.gov/show/NCT00259610,Rheumatoid_Arthritis,methotrexate|sulfasalazine|hydroxychloroquine|etanercept|,20,755,other_events,arm0,MTX + Active Etanercept,10,244
Allergic_Reaction,Immune_system_disorders,NCT00288067,https://clinicaltrials.gov/show/NCT00288067,Adult_Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma|B-cell_Chronic_Lymphocytic_Leukemia|Contiguous_Stage_II_Adult_Burkitt_Lymphoma|Contiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Contiguous_Stage_II_Adult_Lymphoblastic_Lymphoma|Contiguous_Stage_II_Grade_1_Follicular_Lymphoma|Contiguous_Stage_II_Grade_2_Follicular_Lymphoma|Contiguous_Stage_II_Mantle_Cell_Lymphoma|Stage_II_Marginal_Zone_Lymphoma|Stage_II_Small_Lymphocytic_Lymphoma|Extranodal_Marginal_Zone_B-cell_Lymphoma|Nodal_Marginal_Zone_B-cell_Lymphoma|Noncontiguous_Stage_II_Adult_Burkitt_Lymphoma|Noncontiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Noncontiguous_Stage_II_Adult_Lymphoblastic_Lymphoma|Noncontiguous_Stage_II_Grade_1_Follicular_Lymphoma|Noncontiguous_Stage_II_Grade_2_Follicular_Lymphoma|Noncontiguous_Stage_II_Mantle_Cell_Lymphoma|Recurrent_Adult_Burkitt_Lymphoma|Recurrent_Adult_Diffuse_Large_Cell_Lymphoma|Recurrent_Adult_Hodgkin_Lymphoma|Recurrent_Adult_Lymphoblastic_Lymphoma|Recurrent_Grade_1_Follicular_Lymphoma|Recurrent_Grade_2_Follicular_Lymphoma|Recurrent_Mantle_Cell_Lymphoma|Recurrent_Marginal_Zone_Lymphoma|Recurrent_Small_Lymphocytic_Lymphoma|Refractory_Chronic_Lymphocytic_Leukemia|Splenic_Marginal_Zone_Lymphoma|Stage_I_Adult_Burkitt_Lymphoma|Stage_I_Adult_Diffuse_Large_Cell_Lymphoma|Stage_I_Adult_Hodgkin_Lymphoma|Stage_I_Adult_Lymphoblastic_Lymphoma|Stage_I_Chronic_Lymphocytic_Leukemia|Stage_I_Grade_1_Follicular_Lymphoma|Stage_I_Grade_2_Follicular_Lymphoma|Stage_I_Small_Lymphocytic_Lymphoma|Stage_II_Adult_Hodgkin_Lymphoma|Stage_II_Chronic_Lymphocytic_Leukemia|Stage_III_Adult_Burkitt_Lymphoma|Stage_III_Adult_Diffuse_Large_Cell_Lymphoma|Stage_III_Adult_Hodgkin_Lymphoma|Stage_III_Adult_Lymphoblastic_Lymphoma|Stage_III_Chronic_Lymphocytic_Leukemia|Stage_III_Grade_1_Follicular_Lymphoma|Stage_III_Grade_2_Follicular_Lymphoma|Stage_III_Mantle_Cell_Lymphoma|Stage_III_Marginal_Zone_Lymphoma|Stage_III_Small_Lymphocytic_Lymphoma|Stage_IV_Adult_Burkitt_Lymphoma|Stage_IV_Adult_Diffuse_Large_Cell_Lymphoma|Stage_IV_Adult_Hodgkin_Lymphoma|Stage_IV_Adult_Lymphoblastic_Lymphoma|Stage_IV_Chronic_Lymphocytic_Leukemia|Stage_IV_Grade_1_Follicular_Lymphoma|Stage_IV_Grade_2_Follicular_Lymphoma|Stage_IV_Mantle_Cell_Lymphoma|Stage_IV_Marginal_Zone_Lymphoma|Stage_IV_Small_Lymphocytic_Lymphoma|WaldenstrÕ_m_Macroglobulinemia|,fenretinide|rituximab|,4,64,serious_events,arm0,Fenretinide and Rituximab,1,32
Allergic_Reaction,Immune_system_disorders,NCT00288067,https://clinicaltrials.gov/show/NCT00288067,Adult_Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma|B-cell_Chronic_Lymphocytic_Leukemia|Contiguous_Stage_II_Adult_Burkitt_Lymphoma|Contiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Contiguous_Stage_II_Adult_Lymphoblastic_Lymphoma|Contiguous_Stage_II_Grade_1_Follicular_Lymphoma|Contiguous_Stage_II_Grade_2_Follicular_Lymphoma|Contiguous_Stage_II_Mantle_Cell_Lymphoma|Stage_II_Marginal_Zone_Lymphoma|Stage_II_Small_Lymphocytic_Lymphoma|Extranodal_Marginal_Zone_B-cell_Lymphoma|Nodal_Marginal_Zone_B-cell_Lymphoma|Noncontiguous_Stage_II_Adult_Burkitt_Lymphoma|Noncontiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Noncontiguous_Stage_II_Adult_Lymphoblastic_Lymphoma|Noncontiguous_Stage_II_Grade_1_Follicular_Lymphoma|Noncontiguous_Stage_II_Grade_2_Follicular_Lymphoma|Noncontiguous_Stage_II_Mantle_Cell_Lymphoma|Recurrent_Adult_Burkitt_Lymphoma|Recurrent_Adult_Diffuse_Large_Cell_Lymphoma|Recurrent_Adult_Hodgkin_Lymphoma|Recurrent_Adult_Lymphoblastic_Lymphoma|Recurrent_Grade_1_Follicular_Lymphoma|Recurrent_Grade_2_Follicular_Lymphoma|Recurrent_Mantle_Cell_Lymphoma|Recurrent_Marginal_Zone_Lymphoma|Recurrent_Small_Lymphocytic_Lymphoma|Refractory_Chronic_Lymphocytic_Leukemia|Splenic_Marginal_Zone_Lymphoma|Stage_I_Adult_Burkitt_Lymphoma|Stage_I_Adult_Diffuse_Large_Cell_Lymphoma|Stage_I_Adult_Hodgkin_Lymphoma|Stage_I_Adult_Lymphoblastic_Lymphoma|Stage_I_Chronic_Lymphocytic_Leukemia|Stage_I_Grade_1_Follicular_Lymphoma|Stage_I_Grade_2_Follicular_Lymphoma|Stage_I_Small_Lymphocytic_Lymphoma|Stage_II_Adult_Hodgkin_Lymphoma|Stage_II_Chronic_Lymphocytic_Leukemia|Stage_III_Adult_Burkitt_Lymphoma|Stage_III_Adult_Diffuse_Large_Cell_Lymphoma|Stage_III_Adult_Hodgkin_Lymphoma|Stage_III_Adult_Lymphoblastic_Lymphoma|Stage_III_Chronic_Lymphocytic_Leukemia|Stage_III_Grade_1_Follicular_Lymphoma|Stage_III_Grade_2_Follicular_Lymphoma|Stage_III_Mantle_Cell_Lymphoma|Stage_III_Marginal_Zone_Lymphoma|Stage_III_Small_Lymphocytic_Lymphoma|Stage_IV_Adult_Burkitt_Lymphoma|Stage_IV_Adult_Diffuse_Large_Cell_Lymphoma|Stage_IV_Adult_Hodgkin_Lymphoma|Stage_IV_Adult_Lymphoblastic_Lymphoma|Stage_IV_Chronic_Lymphocytic_Leukemia|Stage_IV_Grade_1_Follicular_Lymphoma|Stage_IV_Grade_2_Follicular_Lymphoma|Stage_IV_Mantle_Cell_Lymphoma|Stage_IV_Marginal_Zone_Lymphoma|Stage_IV_Small_Lymphocytic_Lymphoma|WaldenstrÕ_m_Macroglobulinemia|,fenretinide|rituximab|,4,64,other_events,arm0,Fenretinide and Rituximab,3,32
Allergic_reaction,Immune_system_disorders,NCT00293462,https://clinicaltrials.gov/show/NCT00293462,Head_and_Neck_Cancer|Mucositis|Radiation_Toxicity|,sargramostim|oral_salt_and_soda_mouthwash|,1,28,serious_events,arm1,Arm II: Salt & Soda Group (SS),1,28
Allergic_Reaction,General_disorders,NCT00297596,https://clinicaltrials.gov/show/NCT00297596,Breast_Cancer,Trastuzumab|Oxaliplatin|,3,50,serious_events,arm0,Oxaliplatin/Trastuzumab,1,25
Allergic_Reaction,General_disorders,NCT00297596,https://clinicaltrials.gov/show/NCT00297596,Breast_Cancer,Trastuzumab|Oxaliplatin|,3,50,other_events,arm0,Oxaliplatin/Trastuzumab,2,25
Allergic_reaction,Investigations,NCT00301028,https://clinicaltrials.gov/show/NCT00301028,Head_and_Neck_Cancer,Cetuximab|Carboplatin|Paclitaxel|Conventional_Surgery|Radiation_Therapy|,2,47,serious_events,arm0,Cetuximab + Carboplatin/Paclitaxel,2,47
Allergic_reaction,Immune_system_disorders,NCT00300885,https://clinicaltrials.gov/show/NCT00300885,Carcinoma_Non-Small_Cell_Lung,Nexavar_(Sorafenib_BAY43-9006)_+_carboplatin_+_paclitaxel|Carboplatin_plus_Paclitaxel|,74,1844,other_events,arm1,Placebo + C/P,30,459
Allergic_reaction,Immune_system_disorders,NCT00300885,https://clinicaltrials.gov/show/NCT00300885,Carcinoma_Non-Small_Cell_Lung,Nexavar_(Sorafenib_BAY43-9006)_+_carboplatin_+_paclitaxel|Carboplatin_plus_Paclitaxel|,74,1844,other_events,arm0,Sorafenib + C/P,29,463
Allergic_reaction,Immune_system_disorders,NCT00300885,https://clinicaltrials.gov/show/NCT00300885,Carcinoma_Non-Small_Cell_Lung,Nexavar_(Sorafenib_BAY43-9006)_+_carboplatin_+_paclitaxel|Carboplatin_plus_Paclitaxel|,74,1844,serious_events,arm1,Placebo + C/P,4,459
Allergic_reaction,Immune_system_disorders,NCT00300885,https://clinicaltrials.gov/show/NCT00300885,Carcinoma_Non-Small_Cell_Lung,Nexavar_(Sorafenib_BAY43-9006)_+_carboplatin_+_paclitaxel|Carboplatin_plus_Paclitaxel|,74,1844,serious_events,arm0,Sorafenib + C/P,11,463
Allergic_reaction,Immune_system_disorders,NCT00305864,https://clinicaltrials.gov/show/NCT00305864,Adult_Giant_Cell_Glioblastoma|Adult_Glioblastoma|Adult_Gliosarcoma|,3-dimensional_conformal_radiation_therapy|temozolomide|motexafin_gadolinium|,20,184,serious_events,arm3,Phase II: MGd 5 mg/kg,4,81
Allergic_reaction,Immune_system_disorders,NCT00305864,https://clinicaltrials.gov/show/NCT00305864,Adult_Giant_Cell_Glioblastoma|Adult_Glioblastoma|Adult_Gliosarcoma|,3-dimensional_conformal_radiation_therapy|temozolomide|motexafin_gadolinium|,20,184,other_events,arm2,Phase I: MGd 5 mg/kg,3,6
Allergic_reaction,Immune_system_disorders,NCT00305864,https://clinicaltrials.gov/show/NCT00305864,Adult_Giant_Cell_Glioblastoma|Adult_Glioblastoma|Adult_Gliosarcoma|,3-dimensional_conformal_radiation_therapy|temozolomide|motexafin_gadolinium|,20,184,other_events,arm3,Phase II: MGd 5 mg/kg,11,81
Allergic_reaction,Immune_system_disorders,NCT00305864,https://clinicaltrials.gov/show/NCT00305864,Adult_Giant_Cell_Glioblastoma|Adult_Glioblastoma|Adult_Gliosarcoma|,3-dimensional_conformal_radiation_therapy|temozolomide|motexafin_gadolinium|,20,184,serious_events,arm1,Phase I: MGd 4 mg/kg,1,9
Allergic_reaction,Immune_system_disorders,NCT00305864,https://clinicaltrials.gov/show/NCT00305864,Adult_Giant_Cell_Glioblastoma|Adult_Glioblastoma|Adult_Gliosarcoma|,3-dimensional_conformal_radiation_therapy|temozolomide|motexafin_gadolinium|,20,184,other_events,arm0,Phase I: MGd 3 mg/kg,1,7
Allergic_reaction,Immune_system_disorders,NCT00305877,https://clinicaltrials.gov/show/NCT00305877,Stage_IA_Pancreatic_Cancer|Stage_IB_Pancreatic_Cancer|Stage_IIA_Pancreatic_Cancer|Stage_IIB_Pancreatic_Cancer|,cetuximab|gemcitabine_hydrochloride|capecitabine|radiation_therapy|bevacizumab|laboratory_biomarker_analysis|,1,67,serious_events,arm0,Arm A (Cetuximab Gemcitabine Capecitabine Radiation),1,67
Allergic_reaction,General_disorders,NCT00312208,https://clinicaltrials.gov/show/NCT00312208,Breast_Cancer,docetaxel_doxorubicin_cyclophosphamide|Docetaxeldoxorubicin_cyclophosphamide|,374,6538,other_events,arm1,Docetaxel + Doxorubicin and Cyclophosphamide (TAC),190,1635
Allergic_reaction,General_disorders,NCT00312208,https://clinicaltrials.gov/show/NCT00312208,Breast_Cancer,docetaxel_doxorubicin_cyclophosphamide|Docetaxeldoxorubicin_cyclophosphamide|,374,6538,serious_events,arm1,Docetaxel + Doxorubicin and Cyclophosphamide (TAC),5,1635
Allergic_reaction,General_disorders,NCT00312208,https://clinicaltrials.gov/show/NCT00312208,Breast_Cancer,docetaxel_doxorubicin_cyclophosphamide|Docetaxeldoxorubicin_cyclophosphamide|,374,6538,serious_events,arm0,Doxorubicin + Cyclophosphamide Followed by Docetaxel (AC -> T),7,1634
Allergic_reaction,General_disorders,NCT00312208,https://clinicaltrials.gov/show/NCT00312208,Breast_Cancer,docetaxel_doxorubicin_cyclophosphamide|Docetaxeldoxorubicin_cyclophosphamide|,374,6538,other_events,arm0,Doxorubicin + Cyclophosphamide Followed by Docetaxel (AC -> T),172,1634
Allergic_reaction,Immune_system_disorders,NCT00321646,https://clinicaltrials.gov/show/NCT00321646,Prostate_Cancer|Adenocarcinoma_of_the_Prostate|,Bevacizumab|Docetaxel|,6,82,serious_events,arm0,Chemotherapy,1,41
Allergic_reaction,Immune_system_disorders,NCT00321646,https://clinicaltrials.gov/show/NCT00321646,Prostate_Cancer|Adenocarcinoma_of_the_Prostate|,Bevacizumab|Docetaxel|,6,82,other_events,arm0,Chemotherapy,5,41
Allergic_reaction,Immune_system_disorders,NCT00321685,https://clinicaltrials.gov/show/NCT00321685,Adenocarcinoma_of_the_Rectum|Stage_II_Rectal_Cancer|Stage_III_Rectal_Cancer|,radiation_therapy|capecitabine|oxaliplatin|bevacizumab|surgery|leucovorin_calcium|fluorouracil|,1,55,serious_events,arm0,Arm I,1,55
Allergic_Reaction,Immune_system_disorders,NCT00321893,https://clinicaltrials.gov/show/NCT00321893,Lung_Cancer,Budesonide|Placebo|,1,98,other_events,arm0,Arm I: Budesonide,1,98
Allergic_reaction,Immune_system_disorders,NCT00326495,https://clinicaltrials.gov/show/NCT00326495,Metastatic_Colorectal_Cancer,Cetuximab|BAY_43-9006|,1,50,other_events,arm0,BAY 43-9006 & Cetuximab,1,50
