confidence,source,source category,frequency,target,target category,type
0.502074689,Hypertensive_crisis,Vascular disorders,482,Acute_myocardial_infarction,Cardiac disorders,undirected
0.812398042,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Pneumonia,Infections and infestations,undirected
0.698205546,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.641109299,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Pyrexia,General disorders,undirected
0.603588907,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Anaemia,Blood and lymphatic system disorders,undirected
0.592169657,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Vomiting,Gastrointestinal disorders,undirected
0.588907015,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Dehydration,Metabolism and nutrition disorders,undirected
0.567699837,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Sepsis,Infections and infestations,undirected
0.536704731,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Diarrhoea,Gastrointestinal disorders,undirected
0.533442088,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Pulmonary_embolism,"Respiratory, thoracic and mediastinal disorders",undirected
0.499184339,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Nausea,Gastrointestinal disorders,undirected
0.495921697,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Abdominal_pain,Gastrointestinal disorders,undirected
0.48776509,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Asthenia,General disorders,undirected
0.479608483,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Atrial_fibrillation,Cardiac disorders,undirected
0.47634584,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Syncope,Nervous system disorders,undirected
0.474714519,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Respiratory_failure,"Respiratory, thoracic and mediastinal disorders",undirected
0.471451876,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Pleural_effusion,"Respiratory, thoracic and mediastinal disorders",undirected
0.453507341,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Renal_failure_acute,Renal and urinary disorders,undirected
0.446982055,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Deep_vein_thrombosis,Vascular disorders,undirected
0.443719413,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Cellulitis,Infections and infestations,undirected
0.435562806,Haemoptysis,"Respiratory, thoracic and mediastinal disorders",613,Urinary_tract_infection,Infections and infestations,undirected
0.762295082,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Pneumonia,Infections and infestations,undirected
0.590163934,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.585245902,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Anaemia,Blood and lymphatic system disorders,undirected
0.583606557,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Sepsis,Infections and infestations,undirected
0.580327869,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Vomiting,Gastrointestinal disorders,undirected
0.580327869,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Pyrexia,General disorders,undirected
0.580327869,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Dehydration,Metabolism and nutrition disorders,undirected
0.562295082,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Syncope,Nervous system disorders,undirected
0.545901639,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Abdominal_pain,Gastrointestinal disorders,undirected
0.521311475,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Diarrhoea,Gastrointestinal disorders,undirected
0.503278689,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Urinary_tract_infection,Infections and infestations,undirected
0.498360656,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Nausea,Gastrointestinal disorders,undirected
0.495081967,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Cellulitis,Infections and infestations,undirected
0.48852459,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Atrial_fibrillation,Cardiac disorders,undirected
0.480327869,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Pulmonary_embolism,"Respiratory, thoracic and mediastinal disorders",undirected
0.470491803,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Hypotension,Vascular disorders,undirected
0.468852459,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Hypertension,Vascular disorders,undirected
0.449180328,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Gastroenteritis,Infections and infestations,undirected
0.439344262,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Chest_pain,General disorders,undirected
0.439344262,Epistaxis,"Respiratory, thoracic and mediastinal disorders",610,Renal_failure_acute,Renal and urinary disorders,undirected
0.776315789,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Pneumonia,Infections and infestations,undirected
0.587719298,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Atrial_fibrillation,Cardiac disorders,undirected
0.581140351,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Anaemia,Blood and lymphatic system disorders,undirected
0.578947368,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Urinary_tract_infection,Infections and infestations,undirected
0.561403509,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Sepsis,Infections and infestations,undirected
0.557017544,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Myocardial_infarction,Cardiac disorders,undirected
0.552631579,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Pyrexia,General disorders,undirected
0.552631579,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Cellulitis,Infections and infestations,undirected
0.550438596,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.543859649,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Renal_failure_acute,Renal and urinary disorders,undirected
0.539473684,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Syncope,Nervous system disorders,undirected
0.528508772,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Dehydration,Metabolism and nutrition disorders,undirected
0.504385965,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Gastroenteritis,Infections and infestations,undirected
0.502192982,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Cerebrovascular_accident,Nervous system disorders,undirected
0.497807018,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Abdominal_pain,Gastrointestinal disorders,undirected
0.493421053,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Angina_pectoris,Cardiac disorders,undirected
0.49122807,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Pulmonary_embolism,"Respiratory, thoracic and mediastinal disorders",undirected
0.49122807,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Cardiac_failure_congestive,Cardiac disorders,undirected
0.489035088,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Chest_pain,General disorders,undirected
0.486842105,Subdural_haematoma,"Injury, poisoning and procedural complications",456,Bronchitis,Infections and infestations,undirected
0.851851852,Respiratory_tract_infection,Infections and infestations,540,Pneumonia,Infections and infestations,undirected
0.666666667,Respiratory_tract_infection,Infections and infestations,540,Pyrexia,General disorders,undirected
0.638888889,Respiratory_tract_infection,Infections and infestations,540,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.627777778,Respiratory_tract_infection,Infections and infestations,540,Anaemia,Blood and lymphatic system disorders,undirected
0.594444444,Respiratory_tract_infection,Infections and infestations,540,Urinary_tract_infection,Infections and infestations,undirected
0.590740741,Respiratory_tract_infection,Infections and infestations,540,Diarrhoea,Gastrointestinal disorders,undirected
0.585185185,Respiratory_tract_infection,Infections and infestations,540,Sepsis,Infections and infestations,undirected
0.572222222,Respiratory_tract_infection,Infections and infestations,540,Abdominal_pain,Gastrointestinal disorders,undirected
0.572222222,Respiratory_tract_infection,Infections and infestations,540,Dehydration,Metabolism and nutrition disorders,undirected
0.559259259,Respiratory_tract_infection,Infections and infestations,540,Pulmonary_embolism,"Respiratory, thoracic and mediastinal disorders",undirected
0.557407407,Respiratory_tract_infection,Infections and infestations,540,Vomiting,Gastrointestinal disorders,undirected
0.535185185,Respiratory_tract_infection,Infections and infestations,540,Atrial_fibrillation,Cardiac disorders,undirected
0.533333333,Respiratory_tract_infection,Infections and infestations,540,Renal_failure_acute,Renal and urinary disorders,undirected
0.516666667,Respiratory_tract_infection,Infections and infestations,540,Bronchitis,Infections and infestations,undirected
0.503703704,Respiratory_tract_infection,Infections and infestations,540,Gastroenteritis,Infections and infestations,undirected
0.498148148,Respiratory_tract_infection,Infections and infestations,540,Cellulitis,Infections and infestations,undirected
0.496296296,Respiratory_tract_infection,Infections and infestations,540,Myocardial_infarction,Cardiac disorders,undirected
0.494444444,Respiratory_tract_infection,Infections and infestations,540,Syncope,Nervous system disorders,undirected
0.487037037,Respiratory_tract_infection,Infections and infestations,540,Respiratory_failure,"Respiratory, thoracic and mediastinal disorders",undirected
0.477777778,Respiratory_tract_infection,Infections and infestations,540,Chest_pain,General disorders,undirected
0.704545455,Cataract,Eye disorders,528,Pneumonia,Infections and infestations,undirected
0.498106061,Cataract,Eye disorders,528,Cellulitis,Infections and infestations,undirected
0.498106061,Cataract,Eye disorders,528,Osteoarthritis,Musculoskeletal and connective tissue disorders,undirected
0.492424242,Cataract,Eye disorders,528,Syncope,Nervous system disorders,undirected
0.486742424,Cataract,Eye disorders,528,Anaemia,Blood and lymphatic system disorders,undirected
0.484848485,Cataract,Eye disorders,528,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.46969697,Cataract,Eye disorders,528,Angina_pectoris,Cardiac disorders,undirected
0.46969697,Cataract,Eye disorders,528,Gastroenteritis,Infections and infestations,undirected
0.465909091,Cataract,Eye disorders,528,Atrial_fibrillation,Cardiac disorders,undirected
0.464015152,Cataract,Eye disorders,528,Myocardial_infarction,Cardiac disorders,undirected
0.452651515,Cataract,Eye disorders,528,Dehydration,Metabolism and nutrition disorders,undirected
0.446969697,Cataract,Eye disorders,528,Bronchitis,Infections and infestations,undirected
0.446969697,Cataract,Eye disorders,528,Cholelithiasis,Hepatobiliary disorders,undirected
0.433712121,Cataract,Eye disorders,528,Sepsis,Infections and infestations,undirected
0.429924242,Cataract,Eye disorders,528,Urinary_tract_infection,Infections and infestations,undirected
0.426136364,Cataract,Eye disorders,528,Hypertension,Vascular disorders,undirected
0.424242424,Cataract,Eye disorders,528,Chest_pain,General disorders,undirected
0.420454545,Cataract,Eye disorders,528,Cerebrovascular_accident,Nervous system disorders,undirected
0.412878788,Cataract,Eye disorders,528,Diarrhoea,Gastrointestinal disorders,undirected
0.40719697,Cataract,Eye disorders,528,Fall,"Injury, poisoning and procedural complications",undirected
0.802816901,Rectal_haemorrhage,Gastrointestinal disorders,497,Pneumonia,Infections and infestations,undirected
0.698189135,Rectal_haemorrhage,Gastrointestinal disorders,497,Anaemia,Blood and lymphatic system disorders,undirected
0.661971831,Rectal_haemorrhage,Gastrointestinal disorders,497,Abdominal_pain,Gastrointestinal disorders,undirected
0.659959759,Rectal_haemorrhage,Gastrointestinal disorders,497,Pyrexia,General disorders,undirected
0.657947686,Rectal_haemorrhage,Gastrointestinal disorders,497,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.633802817,Rectal_haemorrhage,Gastrointestinal disorders,497,Pulmonary_embolism,"Respiratory, thoracic and mediastinal disorders",undirected
0.623742455,Rectal_haemorrhage,Gastrointestinal disorders,497,Sepsis,Infections and infestations,undirected
0.607645875,Rectal_haemorrhage,Gastrointestinal disorders,497,Syncope,Nervous system disorders,undirected
0.60362173,Rectal_haemorrhage,Gastrointestinal disorders,497,Vomiting,Gastrointestinal disorders,undirected
0.60362173,Rectal_haemorrhage,Gastrointestinal disorders,497,Dehydration,Metabolism and nutrition disorders,undirected
0.593561368,Rectal_haemorrhage,Gastrointestinal disorders,497,Urinary_tract_infection,Infections and infestations,undirected
0.591549296,Rectal_haemorrhage,Gastrointestinal disorders,497,Diarrhoea,Gastrointestinal disorders,undirected
0.585513078,Rectal_haemorrhage,Gastrointestinal disorders,497,Atrial_fibrillation,Cardiac disorders,undirected
0.577464789,Rectal_haemorrhage,Gastrointestinal disorders,497,Chest_pain,General disorders,undirected
0.573440644,Rectal_haemorrhage,Gastrointestinal disorders,497,Myocardial_infarction,Cardiac disorders,undirected
0.571428571,Rectal_haemorrhage,Gastrointestinal disorders,497,Cellulitis,Infections and infestations,undirected
0.561368209,Rectal_haemorrhage,Gastrointestinal disorders,497,Renal_failure_acute,Renal and urinary disorders,undirected
0.547283702,Rectal_haemorrhage,Gastrointestinal disorders,497,Gastrointestinal_haemorrhage,Gastrointestinal disorders,undirected
0.539235412,Rectal_haemorrhage,Gastrointestinal disorders,497,Nausea,Gastrointestinal disorders,undirected
0.521126761,Rectal_haemorrhage,Gastrointestinal disorders,497,Deep_vein_thrombosis,Vascular disorders,undirected
0.824110672,Hyperkalaemia,Metabolism and nutrition disorders,506,Pneumonia,Infections and infestations,undirected
0.707509881,Hyperkalaemia,Metabolism and nutrition disorders,506,Anaemia,Blood and lymphatic system disorders,undirected
0.66798419,Hyperkalaemia,Metabolism and nutrition disorders,506,Pyrexia,General disorders,undirected
0.662055336,Hyperkalaemia,Metabolism and nutrition disorders,506,Dyspnoea,"Respiratory, thoracic and mediastinal disorders",undirected
0.640316206,Hyperkalaemia,Metabolism and nutrition disorders,506,Sepsis,Infections and infestations,undirected
0.626482213,Hyperkalaemia,Metabolism and nutrition disorders,506,Dehydration,Metabolism and nutrition disorders,undirected
0.62055336,Hyperkalaemia,Metabolism and nutrition disorders,506,Diarrhoea,Gastrointestinal disorders,undirected
0.590909091,Hyperkalaemia,Metabolism and nutrition disorders,506,Vomiting,Gastrointestinal disorders,undirected
0.583003953,Hyperkalaemia,Metabolism and nutrition disorders,506,Cellulitis,Infections and infestations,undirected
0.577075099,Hyperkalaemia,Metabolism and nutrition disorders,506,Renal_failure_acute,Renal and urinary disorders,undirected
0.567193676,Hyperkalaemia,Metabolism and nutrition disorders,506,Syncope,Nervous system disorders,undirected
0.541501976,Hyperkalaemia,Metabolism and nutrition disorders,506,Abdominal_pain,Gastrointestinal disorders,undirected
0.529644269,Hyperkalaemia,Metabolism and nutrition disorders,506,Urinary_tract_infection,Infections and infestations,undirected
0.523715415,Hyperkalaemia,Metabolism and nutrition disorders,506,Gastroenteritis,Infections and infestations,undirected
0.523715415,Hyperkalaemia,Metabolism and nutrition disorders,506,Atrial_fibrillation,Cardiac disorders,undirected
0.523715415,Hyperkalaemia,Metabolism and nutrition disorders,506,Nausea,Gastrointestinal disorders,undirected
0.52173913,Hyperkalaemia,Metabolism and nutrition disorders,506,Hypotension,Vascular disorders,undirected
0.515810277,Hyperkalaemia,Metabolism and nutrition disorders,506,Renal_failure,Renal and urinary disorders,undirected
0.496047431,Hyperkalaemia,Metabolism and nutrition disorders,506,Pleural_effusion,"Respiratory, thoracic and mediastinal disorders",undirected
0.484189723,Hyperkalaemia,Metabolism and nutrition disorders,506,Bronchitis,Infections and infestations,undirected
